Programa,id_log_view,user_log_view,Anio,Fecha,Status_pct,Horas_uso_raw,Horas_uso_ajustada,Nivel,Tipo_nivel,Area_Conocimiento,Componente_academico,ID_SIS,Es_interno
IQ512,f6b1d5e83ce74b07b1201603,246ecfff06dd4c809a037219,2023,2023-06-22,,0.63,0.63,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 7,105502,False
IQ512,492a8ccf67644f47818858e4,c94ca48f23744b1d9b7ca355,2023,2023-04-01,50.0,0.18,0.18,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 51,105385,False
IQ512,c7af1b1fe5d94f1bb6ef2b79,9b7175652216402a805a3fdd,2022,2022-03-13,,0.07,0.07,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 37,105493,False
IQ512,08f77ee3d0be4ba794253aba,b40f6703aeb44096b2737c8f,2022,2022-05-27,25.0,0.34,0.34,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 32,105260,False
IQ512,3035eb116110423bb76391ca,52070d7c908441c19c81e2c7,2024,2024-06-02,75.0,0.0,0.0,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 48,105185,False
IQ512,7ab53de7de394b90aa2c381d,e4655a4bf0354abc82264339,2024,2024-02-22,,0.95,0.95,Programa Nacional de Inducción Docente 2024,Curso/edición,Programa Nacional de Inducción Docente,Componente 36,105247,False
IQ512,bb6b734e929b4e45aa0e5581,40ab3eef356740b3bc68a471,2024,2024-12-14,,0.43,0.43,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 42,105355,False
IQ512,3166bdbe7b3e42cb93a68cef,a1752d97d16944db859ca475,2026,2026-06-21,100.0,0.03,0.03,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 35,105251,False
IQ512,6edd8d77b94f4b08b39ca775,93be58af9f7e4d578badaa94,2024,2024-01-04,50.0,0.17,0.17,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 27,105442,False
IQ512,2ade18ca889a4bde8c8f45cd,98a45bf5c0a1409a8e9c00e7,2023,2023-03-05,75.0,0.0,0.0,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 30,105419,False
IQ512,85e69d6301d24c1cbd3f40f4,72335bdd56fe43e8b51efc30,2025,2025-07-10,,0.05,0.05,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 41,105292,False
IQ512,3be36799b65c4364a61cffe3,f49d42df9e20459d95b6c638,2023,2023-01-30,,0.47,0.47,Liderazgo docente - i512,Curso/edición,Programa Nacional de Inducción Docente,Componente 33,105254,False
IQ512,d3c4b13105ec4cd7849e9844,f72e9ce329294b1f9608a401,2023,2023-06-21,0.0,0.42,0.42,Programa Nacional de Inducción Docente 2024,Curso/edición,Programa Nacional de Inducción Docente,Componente 57,105199,False
IQ512,6e3d3e1fb94b40948c82856a,09864cb526304beba5470168,2023,2023-09-17,25.0,1.38,1.38,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 59,105261,False
IQ512,4a95ca0072354550a6d75aea,6e773ac41aea4fe5b98eba0c,2023,2023-07-09,,0.39,0.39,Liderazgo docente - i512,Curso/edición,Bienestar socioemocional - i512,Componente 37,105489,False
IQ512,9cd37a5026fc492085a4d225,4bb110e24fe2492eb911d1e0,2024,2024-12-20,25.0,1.11,1.11,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 48,105459,False
IQ512,33f2484499424ae78717cd09,d3fe58ef906f423b9c61a65e,2023,2023-09-07,,0.06,0.06,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 54,105289,False
IQ512,0d2978d5ef984b9e8a55c57e,b75ef5c228a24d329f8a6f28,2024,2024-06-03,50.0,2.5,2.5,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 38,105227,False
IQ512,5094a6bd230d4632bf323eae,c8944303954243ce88e9c084,2023,2023-09-14,100.0,0.6,0.6,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Bienestar socioemocional - i512,Componente 1,105414,False
IQ512,eddde560b5d849449f0872d9,d785be91f8eb4df6bfaed1aa,2024,2024-01-29,25.0,0.67,0.67,Programa Nacional de Inducción Docente 2024,Curso/edición,Gestión de aula - i512,Componente 21,105406,False
IQ512,48fd6c9348a5447380c19fd5,a5a8230bd2014d8298760152,2024,2024-08-27,100.0,0.93,0.93,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 54,105270,False
IQ512,a310150563e24fe2b34a98bb,81d8095ac7184e0f886a15af,2021,2021-04-10,,0.45,0.45,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Gestión de aula - i512,Componente 9,105431,False
IQ512,c28c7e0d99274973b5f8df37,dd7d5df7942948d5beb11771,2026,2026-02-06,75.0,0.22,0.22,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 25,105425,False
IQ512,c4c72ab6d56a40678e5bbeb1,c3cd54892e8547f7beecdac0,2025,2025-08-29,0.0,0.43,0.43,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 16,105453,False
IQ512,67eb86d7c52a4831add0dd31,eaf87d27bcba40a3894b4cfe,2023,2023-07-29,100.0,2.17,2.17,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Gestión de aula - i512,Componente 38,105197,False
IQ512,77b70b6e121d40afa6c98016,8c65783833dd4180924459e0,2023,2023-03-18,25.0,0.01,0.01,Liderazgo docente - i512,Curso/edición,Bienestar socioemocional - i512,Componente 14,105215,False
IQ512,2eed477840c74a3db8ac001f,9306d41a6f4e4252b2c3074f,2023,2023-09-30,50.0,0.3,0.3,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 45,105269,False
IQ512,6f47a64684b347989863e41b,2b8d508e2b9b454b998483be,2024,2024-08-20,25.0,0.58,0.58,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 30,105354,False
IQ512,f6e516e4b949469bbc93b681,eaaf933775e74d558f7457e0,2023,2023-02-13,25.0,2.0,2.0,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 21,105266,False
IQ512,a62e10938d134dd4ba1cd41f,afb11e2a8fd64c6eb4a7347a,2023,2023-04-07,,0.49,0.49,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 56,105413,False
IQ512,365a676e7e03463da6cac355,d970babf17db42949d372711,2023,2023-10-23,,0.07,0.07,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 28,105323,False
IQ512,722d875180124506a67c69ea,afe18387cae94f10ac7ac99b,2024,2024-10-28,0.0,0.19,0.19,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 59,105216,False
IQ512,44247877b0c44418a4c7e931,0dfad5ed7353466680d96d8d,2023,2023-01-02,100.0,0.33,0.33,Programa Nacional de Inducción Docente 2024,Curso/edición,Programa Nacional de Inducción Docente,Componente 25,105386,False
IQ512,599d94beca854fbc98da622c,dd7d5df7942948d5beb11771,2025,2025-07-28,75.0,0.77,0.77,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 4,105425,False
IQ512,9ba342e74e9d4f2ca9e1238f,2aa2ec1b31df42e2aff144c3,2023,2023-12-27,0.0,0.12,0.12,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 41,105195,False
IQ512,aae76e0bf7db4d388670f2d2,ea2b216a5f034a29b40d010c,2023,2023-02-16,25.0,1.14,1.14,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 32,105223,False
IQ512,2fdd060e8ad14c3f8d9786e5,e4655a4bf0354abc82264339,2024,2024-03-25,75.0,0.04,0.04,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 34,105247,False
IQ512,10a3ebcd7b7d48c6a2a88d62,9ae5108a734a44a3b3b0a45c,2023,2023-07-12,25.0,0.23,0.23,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 55,105276,False
IQ512,df2c08c8620445f3919d4574,c94ca48f23744b1d9b7ca355,2024,2024-08-19,,1.01,1.01,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 35,105385,False
IQ512,e8548ec8bb1f4fafa0d432b2,10322a41c7d34bbb91a599c0,2026,2026-03-29,,1.94,1.94,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 54,105229,False
IQ512,ceb5004b4f664840b6a11a5b,4c95c3752ca8491f8e9b000e,2023,2023-02-10,0.0,0.21,0.21,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Bienestar socioemocional - i512,Componente 53,105369,False
IQ512,108b67dc3b7345e38df4068c,6356b8e091924075b99d6a5e,2024,2024-12-20,100.0,0.17,0.17,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 23,105497,False
IQ512,aab27e6d3db744ceb10729c7,68059c30a12b42cba1649cfa,2023,2023-11-08,25.0,0.49,0.49,Programa Nacional de Inducción Docente 2024,Curso/edición,Programa Nacional de Inducción Docente,Componente 43,105312,False
IQ512,917d64b3d04d47609cc52011,1df7064f364c4f69a3e07067,2024,2024-06-18,,0.18,0.18,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 53,105455,False
IQ512,c6d64574b9084a559b877318,cf1b0dd049e74f23912a0d61,2023,2023-11-09,,0.5,0.5,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 44,105389,False
IQ512,edbf3a1061c3461c8f6582b4,deaa5cd206be451baee5138f,2023,2023-11-13,100.0,0.61,0.61,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 55,105427,False
IQ512,197c1d53024d473aa3a0fecc,f49d42df9e20459d95b6c638,2022,2022-07-20,,0.08,0.08,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 23,105254,False
IQ512,fcd2f964b0e744cf9cf5eb9f,ff1d4b25fd634bb5987c6c7c,2023,2023-01-16,25.0,0.25,0.25,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 53,105309,False
IQ512,b5918dc4677a495cba6629cc,accb6322787d4f4aa7284f37,2024,2024-11-22,,0.14,0.14,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 50,105301,False
IQ512,9d704872906944f7a2cb7cf2,cecabdfd5a4c41b797ecc269,2024,2024-03-15,25.0,0.48,0.48,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 46,105342,False
IQ512,1973c34fff6b4c349d53a2b3,b75ef5c228a24d329f8a6f28,2025,2025-10-08,,0.14,0.14,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 8,105227,False
IQ512,9a43a912ca8d4d03abe7e756,30da5377a4434ea1ae7823d1,2023,2023-08-03,,0.03,0.03,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 16,105220,False
IQ512,a44a0c7f50244421bf69621c,9284bc01cbf74e6e83b32755,2023,2023-03-22,75.0,,,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 45,105327,False
IQ512,7036171dd5804b2aae0db87b,ead28e25c79f4763920a5313,2023,2023-05-12,100.0,0.41,0.41,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 5,105361,False
IQ512,db501717fbd848118be8a429,af3f1b807df249cb9f0c8a25,2024,2024-10-01,100.0,0.71,0.71,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 27,105368,False
IQ512,98c4c1c9f47c4f6f8fcf6f79,bb97def0b02f4427a00195f9,2023,2023-07-24,,4.35,4.0,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Bienestar socioemocional - i512,Componente 49,105287,False
IQ512,d89702b61f3b4a979cec14b0,79f90b3590f94ab8862a51e8,2025,2025-11-08,25.0,0.01,0.01,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 38,105205,False
IQ512,20f82f49b4664a4796f15159,2cf47bfe9cbe421387f017b0,2023,2023-12-08,100.0,0.14,0.14,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 17,105437,False
IQ512,626e218957d04d0eb491f1aa,c0658296ef1c49628c88e909,2023,2023-06-21,50.0,0.34,0.34,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Programa Nacional de Inducción Docente,Componente 37,105222,False
IQ512,1ee8f23bd04c4a78b57a2651,bc168b28c5224f708e58d5d4,2023,2023-10-17,,0.09,0.09,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 42,105470,False
IQ512,cc289dbc904442a5ba7c7d1d,5f672ae6d5114233aa935797,2025,2025-09-24,25.0,0.0,0.0,Programa Nacional de Inducción Docente 2024,Curso/edición,Gestión de aula - i512,Componente 35,105408,False
IQ512,e6eae4e2c1f943a495c18368,317cad1675a4463991b7333b,2023,2023-01-29,,0.6,0.6,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 22,105198,False
IQ512,17932a3a698f4219a5bba748,a5a4765354c74c4c8484b2cb,2023,2023-07-29,25.0,0.95,0.95,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 15,105388,False
IQ512,b55306d3ca59426196a23cc5,a499816553f0493b932b624d,2023,2023-03-05,50.0,0.08,0.08,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 28,105271,False
IQ512,e8b294b349464a87b5a78e6c,85f0eac0dd064d718d98d289,2023,2023-12-05,100.0,0.89,0.89,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 5,105463,False
IQ512,110ec377231d4b24bed367a7,e4655a4bf0354abc82264339,2025,2025-10-04,100.0,0.05,0.05,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 46,105247,False
IQ512,0b99105e16524e7dbb967a81,74b9644a6001467d9530e829,2026,2026-08-02,75.0,2.11,2.11,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 17,105283,False
IQ512,73cbba9e735746db84909a7b,14fbf55857cd46808fc013c3,2023,2023-08-11,25.0,0.68,0.68,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 27,105214,False
IQ512,c3cff55d0b7b49d8bd1d96b7,3737a9ad4bbc41cdb6393199,2023,2023-12-06,100.0,4.48,4.0,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 35,105236,False
IQ512,c4c98fcd01cd4e69a77c080e,78bce0d675ec40bdba5ed449,2023,2023-06-17,0.0,0.81,0.81,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 54,105350,False
IQ512,9e6ac9ab96a946d284776f25,0dbbc457357f412ebd5f899c,2025,2025-10-07,,0.29,0.29,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 12,105235,False
IQ512,50e1cf41792541f196ff192a,69331a900e66494f9794f8da,2026,2026-09-10,50.0,0.24,0.24,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 40,105452,False
IQ512,c0bf56c3ba514172bc17bb9d,79f90b3590f94ab8862a51e8,2023,2023-02-22,50.0,0.11,0.11,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 23,105205,False
IQ512,edea1f6f57fe41e88ef11568,9304fb0da0fc4b26af6cc39e,2023,2023-08-19,100.0,0.2,0.2,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 31,105412,False
IQ512,00d3722a07e6486eb2fd5623,956081ea695941f48afa6996,2024,2024-08-26,100.0,0.86,0.86,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 9,105410,False
IQ512,66e65ffe9f8444e682a51f48,c0658296ef1c49628c88e909,2023,2023-06-03,,0.1,0.1,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 3,105222,False
IQ512,4e53ff32625d46bd8c6fc6cd,9d75fc29e5864ce98f59de4a,2024,2024-04-12,,0.47,0.47,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 34,105303,False
IQ512,9076f533b2954f05b95d14f3,52070d7c908441c19c81e2c7,2024,2024-02-23,,0.03,0.03,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 55,105185,False
IQ512,1284d180814f41d4b3620b12,7b88eae260654464869a1582,2023,2023-08-08,50.0,0.56,0.56,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 30,105291,False
IQ512,cbfdf791702347c6866bba2f,dd7d5df7942948d5beb11771,2023,2023-12-02,0.0,0.24,0.24,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 8,105425,False
IQ512,9c112c3152534b3eac75b3d3,af3f1b807df249cb9f0c8a25,2024,2024-12-27,75.0,0.49,0.49,Liderazgo docente - i512,Curso/edición,Bienestar socioemocional - i512,Componente 13,105368,False
IQ512,e3b873fba6a94c1cb1a4990e,a499816553f0493b932b624d,2023,2023-01-21,75.0,0.55,0.55,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 9,105271,False
IQ512,f9c32bf8dc4148868444aecb,9d75fc29e5864ce98f59de4a,2026,2026-04-08,,0.42,0.42,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 8,105303,False
IQ512,28626b32c9b44d7d90b15eb3,0a362d417cf54e7dab6cdd00,2024,2024-10-02,,0.01,0.01,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 45,105480,False
IQ512,b466675f820f4f5e90b59e6b,ff1d4b25fd634bb5987c6c7c,2023,2023-10-30,,1.75,1.75,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 2,105309,False
IQ512,ecb64737098042e48ccbd800,7d2866ab1bec4dbebc4c60b3,2023,2023-07-31,50.0,0.36,0.36,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 43,105360,False
IQ512,0f6bd20c92094a2b89599a3d,72335bdd56fe43e8b51efc30,2023,2023-02-20,100.0,0.5,0.5,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 46,105292,False
IQ512,9425eb5cc1214621a3199f8b,2ffc3a699fde49ff8aaaad8f,2022,2022-05-19,100.0,0.25,0.25,Liderazgo docente - i512,Curso/edición,Programa Nacional de Inducción Docente,Componente 19,105393,False
IQ512,259639f43e1a427ab3a54c71,bb0efadaeed747038ebffaa2,2023,2023-10-09,0.0,0.55,0.55,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 42,105228,False
IQ512,dc8add9959b34e1ea425e336,afe18387cae94f10ac7ac99b,2022,2022-11-27,,0.63,0.63,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 32,105216,False
IQ512,d08c641bfa8e417698df8327,b8b47e3a2e0b4246878c90e5,2026,2026-05-26,50.0,1.31,1.31,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 48,105398,False
IQ512,3e7dc7a98fb84306b46e2ae9,ee4deaa2fa3d4862ba9d842c,2023,2023-06-22,,0.66,0.66,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Bienestar socioemocional - i512,Componente 43,105440,False
IQ512,e4d7b23f780048f790220def,7039f0d846de4df3a4087385,2023,2023-08-23,,0.37,0.37,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 13,105358,False
IQ512,0162a52c9f9548c6a51787f0,dc9add5ed8c04437af365e25,2023,2023-10-04,100.0,0.02,0.02,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Bienestar socioemocional - i512,Componente 46,105365,False
IQ512,4a8c9630ad2e4f6d8cbff9ec,fdbbde9f14274a8a9948cc87,2023,2023-11-07,,0.21,0.21,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 55,105444,False
IQ512,1e968d0084694a10b34889f7,fab4b866c7b84ba5a715f2a1,2023,2023-03-02,100.0,0.18,0.18,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 40,105286,False
IQ512,be4e53b7300e4521ba00d516,475a21182220425692a2670b,2024,2024-01-03,,0.54,0.54,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 2,105426,False
IQ512,8016dba114354b51ae0ebf51,0ad4e0ae144244f4836aea4c,2023,2023-12-30,100.0,0.12,0.12,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 16,105394,False
IQ512,c22f963da7264c2c9f80013e,0dfad5ed7353466680d96d8d,2024,2024-04-14,50.0,1.15,1.15,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Programa Nacional de Inducción Docente,Componente 31,105386,False
IQ512,43e8e07d5e8049928e5c229e,f8454e8e12044d649df927e8,2022,2022-08-15,100.0,0.28,0.28,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 14,105304,False
IQ512,bb0d3b848c864f5685f0a178,9b7175652216402a805a3fdd,2023,2023-06-28,100.0,0.02,0.02,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 58,105493,False
IQ512,25b2fda3f8ac49be895c0a4a,7626b6d687ba4961acf35576,2024,2024-04-17,,0.06,0.06,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 33,105456,False
IQ512,e199f61b485a43a3b8d50380,2c587aaa354f4c60baecf071,2026,2026-06-03,,0.08,0.08,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 12,105346,False
IQ512,b5ceaf65ae464b18ac52fe54,85f0eac0dd064d718d98d289,2023,2023-10-16,,0.01,0.01,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 58,105463,False
IQ512,10382e3cee6b47fc8541fb81,6ab5327c92dd4863b6ab8275,2023,2023-05-06,,1.3,1.3,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 52,105274,False
IQ512,8927503201ae4a87868305be,789a966057d94fcd9b74b134,2024,2024-04-01,,0.06,0.06,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 10,105209,False
IQ512,e535fda1a6924dc9be175207,ea2b216a5f034a29b40d010c,2023,2023-12-09,,0.64,0.64,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 18,105223,False
IQ512,3d3251ecefc24a09a7a3bf3b,19f183595d58476c8078ec17,2023,2023-11-02,50.0,2.68,2.68,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 57,105293,False
IQ512,0716cba643e048269b50296c,a499816553f0493b932b624d,2023,2023-08-16,,0.91,0.91,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 37,105271,False
IQ512,4b75061342384b299a8c498b,74b9644a6001467d9530e829,2023,2023-09-15,,0.57,0.57,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 21,105283,False
IQ512,6d38a259dd744b35ac982d69,8dbd1b8e7c074f439acf6516,2023,2023-12-15,,0.24,0.24,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 31,105187,False
IQ512,0eafda37e6d54e3f9cae70ef,7626b6d687ba4961acf35576,2024,2024-11-18,75.0,0.69,0.69,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 44,105456,False
IQ512,6d4953cc62aa484bab38d7f0,317cad1675a4463991b7333b,2026,2026-02-23,,1.16,1.16,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 54,105198,False
IQ512,31da746bed484b1aa66ff670,7c5261ea744241b18d6195c1,2023,2023-05-22,75.0,0.93,0.93,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Bienestar socioemocional - i512,Componente 10,105478,False
IQ512,86d5545473134fe392cb5911,a139ad8bb62944db909c8a9d,2026,2026-01-25,100.0,0.17,0.17,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 20,105356,False
IQ512,f33fc0daf39947ddb78270a1,c73395599d4445a6a2a4bfef,2024,2024-08-13,25.0,0.29,0.29,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 30,105469,False
IQ512,dfa786b3617040a4bbc17a78,2aa2ec1b31df42e2aff144c3,2025,2025-09-05,,0.09,0.09,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 21,105195,False
IQ512,10ec3f21b70b4972b2c6c772,a5a4765354c74c4c8484b2cb,2023,2023-12-24,50.0,0.63,0.63,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 43,105388,False
IQ512,4b23f5eb8b924bfd8c1c338f,ca96bb883dfd41ac89ca221d,2023,2023-08-02,25.0,0.3,0.3,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Gestión de aula - i512,Componente 14,105189,False
IQ512,8f005803d6f74eac9d3d807c,a1752d97d16944db859ca475,2023,2023-10-15,25.0,0.82,0.82,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 27,105251,False
IQ512,0d2f4c59cf224f6c9aa541c5,2d38f58bc6994ecfbef0ee09,2023,2023-12-28,100.0,0.02,0.02,Programa Nacional de Inducción Docente 2024,Curso/edición,Gestión de aula - i512,Componente 56,105395,False
IQ512,336d4a32113c40eebd4be7e0,048a6a45d2254440a7f8bcb6,2023,2023-06-08,75.0,0.58,0.58,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Gestión de aula - i512,Componente 53,105273,False
IQ512,5673a8d1f0cd47339a1a5bde,87a63a6576034f30a2ca2aa0,2024,2024-04-14,25.0,0.09,0.09,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 4,105504,False
IQ512,e5165131812241619f8adcd3,afb11e2a8fd64c6eb4a7347a,2023,2023-04-23,,0.53,0.53,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Bienestar socioemocional - i512,Componente 39,105413,False
IQ512,cfa3dfc215324f7b9a968a32,d785be91f8eb4df6bfaed1aa,2023,2023-08-11,75.0,0.05,0.05,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 4,105406,False
IQ512,76e42f6ed7cc4c28ba3f2b69,97ff07f1ea4b4ccfbe5b7701,2023,2023-04-25,0.0,0.08,0.08,Liderazgo docente - i512,Curso/edición,Gestión de aula - i512,Componente 10,105460,False
IQ512,a70ce53bad054abea4af4ce2,04cf5d039aeb4bfe9c8e08be,2025,2025-07-12,25.0,0.06,0.06,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 56,105250,False
IQ512,4e27c46dbb5d48008443ef48,57593167db0842d697f8d79f,2023,2023-02-04,25.0,0.25,0.25,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 46,105295,False
IQ512,dafad7fdcb17469185efb7bb,e4655a4bf0354abc82264339,2025,2025-08-11,75.0,0.56,0.56,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 21,105247,False
